CustomerID,Age,Tenure,CreditScore,Balance,MonthlyCharges,NumProducts,HasCreditCard,IsActiveMember,Country,Gender,CustomerType,Churn
27,55,34,706,21.050921528810818,509.1950315628545,3,0,1,France,Male,Premium,0
28,19,50,582,6.080637189365339,60.22255958263726,2,1,1,Germany,Male,Regular,0
29,77,17,772,2.7142764886571493,212.82838901111867,4,1,1,France,Female,Premium,0
30,38,71,715,22.733807448046083,538.672157901565,1,1,1,Spain,Male,Regular,0
31,50,43,420,2.42506318410544,447.0411860643023,3,0,0,Germany,Male,Regular,1
32,29,49,302,5.502264579546144,567.5613379295013,4,1,0,France,Male,Regular,1
33,75,52,615,7.674903404447303,185.02867826761627,4,1,1,Spain,Male,Regular,0
34,39,9,759,0.09587717454780392,115.93268761642224,4,0,1,France,Male,Regular,0
35,78,51,526,8.317620208414318,322.4462903394188,2,0,0,France,Female,Premium,0
36,61,48,378,43.052106795688815,127.02088084726175,1,0,1,France,Male,Regular,0
37,42,10,843,85.60763048346178,2000.0,1,1,1,Germany,Male,Regular,0
38,66,65,370,10.748227003220345,915.5067441031983,2,0,1,France,Female,Premium,0
39,44,57,496,4.216527073804258,274.3028362681977,3,1,1,Spain,Female,Premium,0
40,76,35,357,65.3767835834899,220.06743338188014,2,1,1,Germany,Male,Regular,0
41,80,32,723,0.40981043985004034,401.86014491596455,1,1,1,France,Female,Premium,0
42,59,46,768,66.2434281057825,1080.2120710213235,2,0,1,France,Male,Regular,0
43,45,20,347,7.027353587774865,828.1852171373027,1,0,1,Germany,Female,Premium,1
44,77,51,734,12.957002429873437,655.4632416357533,1,0,0,Germany,Female,Regular,1
45,33,67,484,6.395640942834222,207.51095597942006,1,0,1,Germany,Female,Regular,0
46,32,41,464,14.206961589914064,1022.4325601613265,1,0,1,France,Male,Premium,0
47,79,18,630,80.01794717953494,1857.6388284529478,3,0,1,France,Female,Regular,0
48,79,19,629,7.109530504817077,1098.5523973900274,1,1,1,France,Female,Regular,1
49,64,70,420,250.0,1030.4610276042429,4,0,0,France,Female,Regular,1
50,79,22,512,19.807762192065763,541.0998256373749,4,1,1,France,Female,Regular,0
51,68,60,806,127.53189442185038,1772.8678021045116,1,0,0,Spain,Male,Regular,1
52,61,62,467,10.538093572637182,192.24521443390594,1,0,0,Germany,Female,Premium,1
53,72,11,845,10.40643699094328,1293.9255120595383,2,1,0,Germany,Male,Regular,0
54,69,23,726,41.65906154761013,226.13725845048558,3,1,1,France,Male,Regular,0
55,74,29,520,2.5962581147375285,974.9269240125359,1,0,0,Germany,Female,Regular,1
56,20,52,309,80.72325076732677,1178.815220326595,2,1,0,France,Female,Premium,0
57,54,7,419,28.956583939345116,403.8958162368205,1,1,1,France,Female,Regular,0
58,68,28,546,60.064898137464894,299.8607698933694,3,1,1,Germany,Female,Premium,1
59,24,60,659,9.596308902437412,1490.3782145986286,3,1,0,France,Female,Premium,1
60,38,4,520,51.411048882750535,424.96377985835113,4,0,1,France,Female,Regular,0
61,26,25,805,45.07880800106902,344.7784512356111,3,1,1,Germany,Female,Premium,0
62,56,29,357,70.45998523455258,393.2165491077781,4,1,1,Spain,Female,Regular,0
63,35,53,759,17.648468948138206,661.6373885436471,3,0,1,France,Female,Regular,0
64,21,12,427,135.2768493223073,1816.0124278787266,2,1,1,Germany,Male,Premium,0
65,42,28,385,162.59716561464234,1135.7011303504917,3,1,0,Spain,Male,Regular,0
66,77,2,403,101.29451218921773,629.4174606525437,2,1,1,France,Male,Premium,0
67,31,70,442,42.43554897055054,441.4505319183976,4,0,0,Spain,Female,Premium,1
68,67,14,504,27.261215868894382,521.2052295473338,2,1,1,France,Male,Regular,1
69,75,27,337,2.9870978105468327,301.22173707341744,4,0,0,France,Male,Premium,0
70,26,1,662,147.0885384882023,241.17188614389053,3,1,1,France,Male,Regular,0
71,43,6,608,151.60046363071004,744.5417533457675,2,1,1,France,Female,Regular,0
72,70,25,351,0.9432645406294203,257.6038301182184,2,0,1,Germany,Male,Premium,0
73,19,15,300,22.071784072605208,758.6828524907402,4,1,1,France,Female,Regular,0
74,37,22,310,106.02833254767876,1788.3852872963746,3,1,1,Germany,Female,Regular,0
75,45,39,513,4.215408046247473,481.9010954945654,1,1,1,Germany,Female,Regular,0
76,64,59,817,10.943035334412114,736.9464239328465,1,0,0,France,Male,Premium,0
77,77,72,714,192.3991917431821,534.6435814645479,2,0,1,France,Male,Regular,0
78,24,31,307,93.96034011920695,420.77746971848444,4,0,1,Germany,Male,Regular,0
79,61,14,304,121.55701243032739,559.9851515250953,4,1,1,France,Female,Regular,0
80,78,12,661,7.666558540719397,120.3758973187036,4,0,0,Germany,Male,Premium,0
81,25,4,411,11.869474665204011,1062.2570884726024,3,1,1,Germany,Male,Regular,0
82,64,51,572,46.49623572688644,632.8759435240114,3,1,1,Germany,Female,Regular,0
83,52,40,721,34.83148397157444,506.69699318662987,3,1,1,France,Male,Regular,0
84,31,52,564,17.72696063664555,491.4188778645779,1,1,0,France,Male,Regular,0
85,34,49,757,107.64204813257605,416.8432977846094,2,1,0,France,Female,Regular,0
86,53,14,511,115.82842814695012,289.7734784767521,3,1,1,France,Female,Regular,0
87,67,6,377,17.24324857521764,253.32615103632165,2,1,1,Spain,Male,Premium,0
88,57,39,520,8.465516985099354,648.8124429789556,4,0,1,Germany,Male,Regular,0
89,21,27,668,8.072587942837824,104.31461699774869,3,0,1,Spain,Male,Regular,0
90,19,31,646,33.1236437635395,167.61887883340074,3,0,1,France,Female,Regular,0
91,79,14,324,7.1311149504568725,300.6872463073173,3,1,1,Spain,Male,Regular,0
92,23,69,719,32.06002608212101,882.8073312393981,2,0,1,Germany,Female,Premium,0
93,71,64,653,30.988709258761247,1684.2836894537584,1,0,1,France,Female,Regular,0
94,59,3,716,107.75578266809491,85.00537186442465,1,1,1,France,Male,Regular,0
95,21,10,814,17.563794384007057,922.439608888358,4,0,1,Spain,Male,Regular,0
96,71,25,514,41.12322565716468,212.01730264341458,2,0,1,France,Male,Premium,0
97,46,63,411,68.03130426323081,1522.1906150267441,3,0,1,Spain,Male,Premium,1
98,80,36,727,45.30647599580772,2000.0,1,0,1,Germany,Female,Regular,0
99,35,22,515,154.02949310438785,109.49027058003115,4,1,1,Germany,Male,Regular,0
100,43,40,712,46.10003520155283,873.7199272980016,1,0,0,France,Female,Regular,1
101,61,22,679,116.06912230713911,794.1829015763008,2,1,1,France,Female,Regular,0
102,51,15,531,14.05561101378417,172.8453147905805,4,1,1,Spain,Male,Regular,0
103,27,60,557,41.13464322331488,177.53188657400062,2,1,1,France,Female,Premium,0
104,79,67,555,39.18707679056741,554.8881395538033,4,1,1,France,Female,Regular,0
105,53,30,702,227.5914726171721,619.6199140300422,2,1,0,France,Male,Regular,0
106,31,52,723,11.439618381344657,678.7174081602857,3,1,1,France,Female,Premium,0
107,48,26,364,7.598933588621963,548.1379971837669,3,0,0,Spain,Male,Regular,1
108,65,42,489,47.295256777988186,771.4461805435664,2,1,1,France,Male,Regular,1
109,32,11,472,12.660305748112933,243.43796553098045,2,0,1,France,Male,Regular,0
110,25,8,526,50.96538668122733,510.9006166390663,1,0,1,Germany,Male,Regular,0
111,31,11,687,179.65862859495886,275.20167376211646,1,1,0,France,Female,Regular,0
112,40,72,700,146.409284743182,160.47299202930012,4,0,0,France,Male,Regular,1
113,77,53,512,13.13991453402199,337.93988410767565,2,1,1,France,Male,Regular,0
114,74,53,352,9.370504967463953,596.571782663972,2,1,1,Spain,Male,Regular,0
115,79,27,438,41.13310816412227,1370.4721283178778,2,1,1,France,Female,Regular,0
116,57,55,717,44.188428883457824,1011.3057629539906,1,1,1,France,Female,Premium,0
117,38,68,442,54.27247567417625,272.8375988473295,1,1,0,Germany,Female,Regular,0
118,33,66,808,67.6412241542098,724.4300039262957,3,0,1,Germany,Male,Premium,1
119,62,41,785,45.93434385091994,343.38586790217585,4,0,0,France,Female,Regular,0
120,35,37,736,5.925271285093739,50.86953687157549,1,1,1,Germany,Male,Premium,0
121,64,67,842,78.07001360733238,557.5668446005358,4,1,1,Germany,Female,Premium,0
122,70,52,592,4.142847358417863,963.6665526638637,4,0,0,France,Male,Regular,0
123,41,32,583,1.0097622150843133,1619.9390634056608,1,1,1,France,Male,Regular,0
124,43,70,313,73.40954857638806,379.7757661812399,2,1,1,Germany,Male,Premium,0
125,42,55,571,39.74320869964741,365.17041766214237,2,1,1,Germany,Female,Premium,0
126,77,71,324,59.96442606760344,519.4603922730511,3,1,1,France,Male,Regular,0
127,77,56,621,24.1238407872064,329.80800841241734,2,1,0,France,Female,Regular,1
128,77,53,402,0.5577237001180785,827.4880717430613,2,1,0,France,Female,Premium,1
129,62,14,339,20.099708125588453,263.3317385088498,1,1,0,Spain,Female,Regular,0
130,58,37,534,46.8419240329214,79.16006358621287,4,0,1,France,Female,Regular,0
131,46,14,388,12.789992453798007,1084.9380749539635,2,1,1,France,Female,Regular,0
132,32,4,399,58.206257597412005,529.6702239152955,1,0,1,Spain,Female,Premium,0
133,62,53,443,79.09138286694964,336.14139853577035,4,0,0,Spain,Male,Regular,0
134,18,50,381,30.28127154180822,195.77259626610234,1,1,1,Germany,Female,Regular,0
135,42,9,528,104.26143196133675,1164.6956033148763,2,1,0,France,Female,Regular,0
136,24,11,694,96.48786320768554,290.37952410764785,2,1,1,France,Female,Regular,0
137,26,3,812,105.21046849959377,700.8257708997093,1,1,0,Spain,Male,Premium,0
138,41,17,496,54.09322092222626,1478.75402984258,3,1,1,France,Male,Regular,0
139,18,35,573,18.176994095089842,623.8089709506547,4,0,1,Germany,Male,Regular,0
140,61,24,671,32.816783974093454,720.1428350372556,4,1,1,France,Male,Regular,0
141,25,34,379,61.98183842953772,647.4396500485666,2,1,1,France,Female,Regular,1
142,41,72,534,11.821803665761266,949.7315322945203,1,1,0,Germany,Male,Regular,1
143,80,11,586,67.13177349681361,376.0747497329154,1,1,1,France,Male,Regular,1
144,28,60,844,39.71345869434383,674.542292997044,2,1,1,Germany,Male,Regular,0
145,68,52,736,5.047260556256738,276.77458804256725,1,1,1,France,Male,Regular,0
146,34,17,426,40.74160271229373,1603.8027486813003,2,0,1,France,Female,Regular,0
147,25,42,716,3.455508465400914,689.8711225051701,3,0,1,Spain,Male,Regular,0
148,52,34,340,0.7205310536087666,306.20721069213323,4,1,1,France,Female,Premium,0
149,52,62,768,110.19479048855263,364.67365566523193,3,0,0,Spain,Male,Regular,0
150,50,3,596,33.659003987013335,515.7336210649687,1,0,1,Spain,Male,Premium,0
151,76,46,341,39.185295375237715,1378.8788625487953,4,1,1,France,Female,Regular,1
152,22,44,578,16.420882120772482,311.47640342018184,2,0,0,Germany,Female,Regular,0
153,59,49,758,39.12567216488936,274.6678366551903,2,1,1,France,Male,Premium,0
154,56,27,332,9.24837423778682,708.1506523529772,4,1,1,Germany,Male,Premium,0
155,75,42,575,68.45137424437556,778.9197587010426,3,1,1,Germany,Female,Premium,1
156,58,68,389,86.67900761545285,85.89084040810206,3,1,1,Germany,Male,Regular,0
157,45,0,823,96.85398559080635,583.4322963915506,2,1,1,France,Female,Regular,0
158,24,38,459,5.638993972388655,129.29229234344803,1,0,1,France,Male,Regular,0
159,26,16,757,40.794494794758755,520.0219346287352,2,1,1,Spain,Female,Premium,0
160,25,34,698,82.708943868413,502.16677382854704,1,1,1,Germany,Female,Premium,0
161,29,45,390,6.860707609747352,282.1366383889433,1,0,0,Spain,Male,Regular,0
162,51,38,765,5.241499941120607,149.91220521201723,4,1,0,France,Female,Regular,1
163,50,38,519,84.89761145997502,147.2107119610109,4,1,0,France,Female,Premium,0
164,65,48,718,79.66249217855722,870.7944412836288,2,0,1,Germany,Male,Regular,0
165,72,61,678,29.773185232011873,53.96873555716688,4,1,1,Spain,Male,Premium,0
166,40,37,746,5.810466976675189,1150.4315822429896,2,1,0,Germany,Female,Premium,0
167,79,19,445,36.29624309558388,1455.7472354979761,4,0,1,France,Female,Regular,1
168,41,21,532,25.11007922989435,325.10903713808904,3,0,1,France,Female,Regular,0
169,54,3,670,36.5473779718611,639.8035726952347,3,1,0,France,Male,Regular,0
170,52,48,533,28.981568676063716,391.4401993005391,3,1,1,Spain,Female,Regular,0
171,61,58,666,42.02605860040893,666.3515030309889,4,0,1,France,Female,Regular,0
172,57,72,780,64.93793780552637,188.32228117584037,1,1,0,Germany,Male,Regular,1
173,39,67,662,74.55162100517228,189.18128146147583,4,1,1,France,Female,Regular,0
174,44,70,810,52.34591697656246,684.4595029368044,3,1,1,Germany,Female,Regular,0
175,52,1,394,11.091009807152073,601.3487187919816,2,1,1,France,Female,Regular,0
176,18,48,515,25.302106281638626,668.8157592658526,1,1,0,France,Female,Regular,0
177,52,39,842,3.6943859832468124,86.74541549609731,3,0,0,Germany,Male,Regular,1
178,54,39,434,30.04423912411685,606.6654069457245,4,0,1,Germany,Male,Regular,0
179,64,59,382,175.8968071113673,308.6518332672454,2,0,0,France,Male,Regular,1
180,31,50,690,51.323518095961816,1320.1295132649338,4,1,1,France,Male,Regular,0
181,20,42,346,8.398009710211117,360.11090619961396,2,1,1,Germany,Female,Premium,0
182,18,54,691,15.638211463220495,382.5178019934683,3,1,1,France,Female,Regular,0
183,22,48,684,3.337643018373701,428.01616920235864,2,1,1,France,Male,Regular,0
184,43,52,680,10.069952430521639,1708.7708274426705,2,1,0,France,Female,Regular,1
185,72,14,376,33.45607058402408,292.2619974019751,2,0,1,Spain,Female,Regular,0
186,80,26,558,21.145040119374343,293.7767388596408,3,1,0,France,Female,Regular,0
187,31,67,698,11.405437709694803,156.21428571610753,2,0,1,Germany,Male,Premium,0
188,56,72,399,7.926252463458431,383.7709293074773,4,1,0,Germany,Male,Regular,1
189,44,29,800,53.366018919015076,1288.0177836693815,1,0,0,Spain,Female,Regular,0
190,26,35,682,40.83385228086045,528.3193536277937,4,1,1,Spain,Male,Regular,0
191,32,66,491,92.46105444917751,1085.2309919840259,2,1,0,Spain,Male,Regular,0
192,32,48,644,10.121288084542908,745.0520113177486,2,1,1,France,Female,Premium,0
193,43,54,309,94.18895521720144,544.7457634966222,3,0,0,France,Male,Premium,0
194,59,55,563,43.12697477660222,165.4167428876419,4,1,0,Spain,Male,Premium,0
195,77,67,567,15.47751878002252,135.5309499423028,2,1,1,France,Male,Regular,0
196,30,43,494,15.979497232321286,352.3892353093355,3,1,1,France,Male,Regular,0
197,68,30,706,24.746005336395008,285.2492727773724,3,0,0,Spain,Female,Regular,0
198,80,57,595,30.821087679932308,1362.0416153917974,3,1,1,France,Male,Regular,0
199,49,52,396,4.305412050816221,53.12882368862694,3,1,1,France,Female,Regular,0
200,56,22,761,92.25774826881256,816.5266064328931,2,1,1,France,Male,Regular,0
201,66,27,386,6.47930609103933,1051.393609690576,2,0,1,Spain,Female,Premium,0
202,69,15,376,33.03011225983156,595.7429341276694,3,1,0,Germany,Female,Regular,0
203,78,36,782,24.14173852439381,360.81182540866365,3,1,1,Spain,Female,Premium,0
204,49,20,445,35.90141668812319,740.8424809909516,4,0,1,France,Male,Premium,0
205,21,16,410,109.23233327865587,94.44643616781919,3,1,1,France,Female,Regular,0
206,47,38,596,225.89616617685385,911.5616488525602,3,0,0,France,Male,Regular,1
207,54,17,725,1.0239828282598025,1114.039606645638,2,1,0,France,Male,Premium,1
208,40,29,633,24.98105083432396,1198.5364727707833,1,0,1,France,Female,Premium,0
209,56,44,822,85.08054691502788,804.7050636035675,4,1,1,Germany,Male,Premium,0
210,62,17,837,19.771002472881165,507.5522402333046,2,1,1,Germany,Male,Regular,0
211,32,61,461,52.353606306139866,393.17757551495407,3,1,1,Spain,Female,Premium,0
212,60,35,729,243.06253620605972,273.96491966458274,3,0,1,Germany,Female,Regular,0
213,46,51,368,52.0319762406501,77.37286828858852,3,1,1,France,Female,Regular,0
214,53,18,432,5.893666977991787,771.1858899751359,4,0,1,France,Male,Regular,0
215,30,43,488,92.55380861624288,188.38318294097135,3,0,1,France,Female,Regular,0
216,49,6,578,170.0460269381288,459.51507112041037,1,1,1,Germany,Female,Regular,0
217,24,43,729,62.32808553240288,199.00754258047698,4,1,1,France,Male,Regular,0
218,76,67,841,27.15608702169393,344.0818298450014,4,0,0,France,Male,Regular,0
219,68,33,460,148.21185023337668,520.6821543792122,3,1,1,Spain,Male,Regular,0
220,39,65,752,173.00282712577558,2000.0,4,1,0,Germany,Female,Regular,0
221,45,68,469,136.75828388791123,1562.5172506516456,4,1,0,Germany,Male,Regular,0
222,19,63,356,26.536027962478855,873.5898004203001,1,0,0,France,Male,Premium,1
223,59,9,539,77.9628343759338,2000.0,2,1,1,Germany,Female,Regular,0
224,62,41,657,53.09175085201316,805.3928652801224,1,0,1,France,Female,Regular,0
225,79,40,500,9.90466390811154,1219.2379673773175,2,0,1,Germany,Female,Premium,0
226,74,68,743,38.3412901178105,298.11215347388054,1,0,1,France,Male,Premium,0
227,70,9,601,68.85503941662364,750.2886594599394,3,1,1,Germany,Male,Premium,0
228,23,9,405,113.1260617526843,730.9801102701866,1,0,1,Germany,Male,Premium,0
229,45,59,400,99.24235195249538,1250.1925969905953,4,0,0,Spain,Female,Premium,0
230,45,50,396,8.400729573796612,424.70041080608,4,0,0,France,Male,Regular,0
231,61,27,328,33.47477952961977,1122.9007436379131,4,1,0,France,Female,Regular,1
232,61,7,805,32.53012196924633,788.0249404994552,3,1,1,Spain,Male,Regular,0
233,37,64,737,114.50173987174541,890.914082916562,1,1,1,Germany,Female,Regular,0
234,47,29,678,0.09695940737105749,526.897149195171,2,1,1,Germany,Male,Premium,0
235,79,48,372,67.10689582749025,486.6090338419513,1,1,1,France,Female,Regular,0
236,28,8,553,48.2007722386187,1319.6674507727482,1,1,0,France,Female,Regular,0
237,75,16,815,127.27837776319491,164.652184033958,2,1,1,France,Male,Regular,0
238,72,68,849,30.52468806485255,1450.2992431978128,1,1,0,France,Male,Regular,0
239,45,57,319,53.59933335653674,112.24234879576889,4,0,0,Germany,Male,Regular,0
240,42,56,834,180.12963942270105,375.91672008531935,2,0,1,France,Female,Premium,0
241,56,72,720,68.11009895176797,408.70300650009676,1,1,0,Germany,Male,Regular,1
242,79,51,745,3.4880855339268537,628.5405617222984,2,1,0,Spain,Female,Premium,0
243,50,72,435,9.168117970417114,161.4122263032615,2,0,0,France,Female,Regular,1
244,18,36,804,86.1446391138313,2295.6498012696834,3,1,1,Germany,Female,Regular,1
245,74,37,600,20.38304141995445,268.3666522756812,2,0,1,Germany,Male,Regular,0
246,44,42,332,61.19485075236077,297.6916777062568,2,1,1,Spain,Male,Regular,0
247,79,62,577,60.169271067426244,227.29563544132262,3,1,1,France,Male,Regular,0
248,74,18,432,250.0,1054.8402334904436,3,1,1,Spain,Female,Regular,0
249,69,49,826,31.73190785917842,462.39238193446283,4,1,1,Germany,Male,Premium,0
250,30,32,425,66.93855672187952,627.8635379277464,4,1,1,France,Male,Regular,0
251,58,12,644,2.4990697276552463,1227.8715671478897,2,0,1,France,Male,Premium,0
252,20,61,316,31.04979370722231,563.7786604111636,3,1,1,Spain,Male,Regular,0
253,56,42,677,10.331627116913127,387.3932754983886,2,1,0,France,Male,Regular,0
254,23,48,359,91.80800287454855,766.3565351048386,2,1,0,France,Female,Premium,0
255,25,35,766,91.60043514537823,226.34694211708168,1,1,0,Germany,Female,Regular,0
256,44,20,690,13.483229703211554,475.0069528967217,2,1,0,France,Male,Regular,1
257,26,5,486,19.157191082315943,410.67888757701184,3,1,1,France,Female,Premium,0
258,79,56,797,60.613319135078655,278.197707635909,1,1,1,Germany,Female,Regular,0
259,54,12,660,67.02131327563997,1421.2806480950542,1,1,0,Spain,Male,Premium,1
260,50,70,748,53.593396743443066,55.20748149266821,3,1,1,France,Female,Regular,0
261,68,57,480,250.0,1185.8730125162765,4,1,1,France,Male,Premium,0
262,59,20,429,101.50713229352391,182.26419436704197,3,1,1,Germany,Male,Regular,0
263,61,55,448,26.983454693853865,2000.0,1,0,1,Germany,Male,Regular,0
264,41,19,771,19.79876804223931,1494.4583734356477,3,1,1,France,Male,Regular,0
265,32,53,799,45.42229763820323,553.0531692032571,3,0,1,France,Male,Regular,0
266,76,26,654,85.08762154001423,2473.794696369578,4,0,0,Spain,Female,Regular,1
267,71,27,510,32.25057330923711,617.9801544387092,2,1,1,France,Female,Regular,0
268,49,4,329,66.91191032903183,372.91420586977034,3,0,0,Germany,Male,Regular,0
269,49,15,323,0.9672985937651426,294.9675901860948,2,0,0,France,Male,Regular,1
270,41,17,521,130.0765909028013,907.1014619213698,3,0,1,Germany,Male,Regular,0
271,58,46,700,74.32446263978669,409.26270915421696,3,1,1,Spain,Female,Regular,0
272,69,69,811,25.059450832361986,574.9336156054728,4,1,0,France,Male,Regular,0
273,66,56,387,24.22641623043445,1149.9922188163064,3,1,1,Spain,Male,Regular,0
274,79,18,764,5.428661754180337,2000.0,4,1,1,Germany,Male,Regular,0
275,66,64,349,84.68276632221125,1178.0881246460274,3,1,0,France,Female,Regular,0
276,75,2,402,73.1867498617172,1119.4573122762201,1,1,1,France,Female,Premium,0
277,69,47,667,49.74636932064076,1319.9657152404434,1,1,0,Germany,Female,Regular,1
278,29,20,791,5.3490064452914705,658.6399473190362,4,0,1,Germany,Female,Regular,0
279,79,39,567,15.213705822852003,50.0,3,0,1,Spain,Male,Regular,0
280,56,72,696,30.708896127334555,706.5986105071795,1,1,0,Germany,Male,Regular,1
281,19,24,619,15.460401367183499,494.42941904756697,3,1,1,Spain,Male,Regular,0
282,20,54,819,28.45575648361145,1022.2635807879044,4,1,1,France,Male,Regular,0
283,66,51,748,12.806427491985323,441.211602709201,3,1,1,Germany,Female,Regular,0
284,54,43,775,21.50842476791665,322.94930575403373,2,1,1,France,Male,Regular,0
285,66,55,539,52.8203138549869,466.92464674759395,4,1,0,Spain,Male,Regular,0
286,73,54,557,111.44864969311001,165.22068528286235,4,1,1,France,Female,Premium,0
287,34,69,689,24.309145030176584,1162.2971509345396,2,1,1,France,Female,Premium,0
288,76,72,642,58.86787948051595,998.7041875185165,3,0,1,France,Male,Premium,0
289,66,65,686,7.239329708068667,749.6279717207069,1,1,0,France,Female,Regular,0
290,19,18,693,38.915429256296626,1051.5342325071936,4,1,0,France,Female,Premium,0
291,19,6,569,127.3630821827532,334.80816259831016,4,0,1,France,Male,Regular,0
292,45,62,448,1.4166715952814457,233.69398229174988,1,0,0,Germany,Male,Regular,0
293,71,41,679,15.568512534095946,887.0548927445589,3,1,1,France,Male,Premium,0
294,40,37,327,7.106615660894413,1762.2567887040689,1,1,0,Germany,Male,Regular,1
295,54,58,448,38.08430912767785,418.6602890302226,3,1,1,Germany,Female,Regular,0
296,49,19,719,56.91588035630557,507.5948961885012,2,0,1,Spain,Male,Premium,0
297,50,72,579,2.975781427195483,473.2899907129309,1,0,0,Spain,Female,Premium,1
298,18,29,481,3.643828412785341,457.963549388633,4,1,1,France,Male,Regular,1
299,36,22,465,101.86862626631006,652.2555570757679,1,1,0,Germany,Male,Regular,1
300,79,46,316,30.4617352959622,358.512740890901,4,1,1,Germany,Male,Regular,0
301,19,1,449,31.08335287540514,288.52584578816936,2,0,0,France,Female,Regular,0
302,70,62,638,144.6410933103896,1011.4322138840469,3,0,1,France,Male,Regular,0
303,61,63,344,19.29853893602535,645.0986824267395,4,0,0,France,Male,Regular,1
304,43,18,801,113.66279499766507,617.9428376327054,1,1,1,France,Female,Premium,0
305,49,16,488,182.97524621191897,667.5855977887973,2,1,1,France,Female,Premium,0
306,23,66,360,13.833427075909885,384.4426349801897,4,1,0,Germany,Female,Regular,1
307,49,38,593,36.081329746403526,429.61531231199297,1,1,1,Germany,Male,Premium,0
308,72,70,332,38.216710683737546,838.9555897480457,2,1,1,Spain,Male,Regular,0
309,21,38,598,100.55854161349511,688.9876767400168,1,1,1,France,Male,Premium,0
310,72,35,714,18.113681970010425,1030.4194704269532,3,0,1,France,Male,Regular,0
311,28,39,848,79.9848859634637,430.6909062764726,4,1,1,France,Male,Regular,0
312,73,44,730,177.035717656827,740.4339431092301,1,1,1,Germany,Female,Premium,0
313,76,3,794,91.73438800428528,1501.0814801064628,2,1,1,France,Female,Premium,0
314,34,24,399,119.92192691821406,1010.9033863061293,3,1,1,Spain,Male,Premium,0
315,80,68,322,61.610802334342,111.63152073269342,1,1,1,France,Male,Regular,0
316,55,29,719,117.14731816089663,213.07253029161956,4,1,1,Germany,Male,Premium,0
317,41,67,723,9.007234515539823,1398.6251184584085,2,0,1,France,Male,Regular,0
318,22,28,786,62.3025250124142,163.4598327823277,2,1,1,France,Female,Regular,0
319,69,72,388,65.81553862244138,143.0577740128224,3,0,0,France,Male,Premium,1
320,51,67,508,28.917848413363345,589.8736361679552,1,1,1,France,Male,Regular,0
321,23,51,570,4.154868736322862,1945.7773158638556,3,1,0,Germany,Male,Regular,1
322,39,23,705,48.70178524336538,744.3134197307345,2,1,0,Germany,Female,Regular,0
323,28,13,577,2.6637526582457904,734.0629784670879,4,1,1,France,Female,Regular,0
324,80,68,505,24.0959160991998,96.86844266586772,2,0,0,France,Male,Regular,0
325,65,17,627,25.01656321577744,263.08430328641754,1,1,1,Spain,Female,Regular,0
326,33,41,635,250.0,1358.579550163767,2,1,1,France,Male,Regular,0
327,50,56,337,17.81960874816171,586.9605739933849,4,0,1,France,Male,Regular,0
328,26,11,527,85.86617453674226,462.03260852547754,4,1,0,France,Male,Regular,0
329,77,16,782,2.731874801047233,706.1069177637296,3,1,1,France,Female,Regular,0
